subject_id,scenario_label,action_condition,effort_condition,intimacy_condition,stage,response
f58533dc-c454-5962-b6ed-de0fc199bcc1,takeout,action_0,low,0,prior,22
f58533dc-c454-5962-b6ed-de0fc199bcc1,takeout,action_0,low,0,posterior,11
f58533dc-c454-5962-b6ed-de0fc199bcc1,brunch,action_0,low,50,prior,50
f58533dc-c454-5962-b6ed-de0fc199bcc1,brunch,action_0,low,50,posterior,22
f58533dc-c454-5962-b6ed-de0fc199bcc1,drinks,action_1,high,50,prior,27
f58533dc-c454-5962-b6ed-de0fc199bcc1,drinks,action_1,high,50,posterior,61
f58533dc-c454-5962-b6ed-de0fc199bcc1,dip,action_2,low,100,prior,91
f58533dc-c454-5962-b6ed-de0fc199bcc1,dip,action_2,low,100,posterior,87
d5cf924f-dd34-5bc3-aa60-0b9b71c1e93b,fair,action_1,high,0,prior,23
d5cf924f-dd34-5bc3-aa60-0b9b71c1e93b,fair,action_1,high,0,posterior,4
d5cf924f-dd34-5bc3-aa60-0b9b71c1e93b,brunch,action_0,high,100,prior,90
d5cf924f-dd34-5bc3-aa60-0b9b71c1e93b,brunch,action_0,high,100,posterior,1
d5cf924f-dd34-5bc3-aa60-0b9b71c1e93b,birthday,action_2,low,100,prior,7
d5cf924f-dd34-5bc3-aa60-0b9b71c1e93b,birthday,action_2,low,100,posterior,97
d5cf924f-dd34-5bc3-aa60-0b9b71c1e93b,gala,action_0,high,0,prior,6
d5cf924f-dd34-5bc3-aa60-0b9b71c1e93b,gala,action_0,high,0,posterior,3
d5cf924f-dd34-5bc3-aa60-0b9b71c1e93b,drinks,action_2,low,75,prior,97
d5cf924f-dd34-5bc3-aa60-0b9b71c1e93b,drinks,action_2,low,75,posterior,100
d5cf924f-dd34-5bc3-aa60-0b9b71c1e93b,cooking,action_0,low,0,prior,1
d5cf924f-dd34-5bc3-aa60-0b9b71c1e93b,cooking,action_0,low,0,posterior,0
d5cf924f-dd34-5bc3-aa60-0b9b71c1e93b,apples,action_1,low,100,prior,82
d5cf924f-dd34-5bc3-aa60-0b9b71c1e93b,apples,action_1,low,100,posterior,98
d5cf924f-dd34-5bc3-aa60-0b9b71c1e93b,driving,action_1,low,0,prior,1
d5cf924f-dd34-5bc3-aa60-0b9b71c1e93b,driving,action_1,low,0,posterior,1
d5cf924f-dd34-5bc3-aa60-0b9b71c1e93b,dip,action_1,low,50,prior,81
d5cf924f-dd34-5bc3-aa60-0b9b71c1e93b,dip,action_1,low,50,posterior,100
d5cf924f-dd34-5bc3-aa60-0b9b71c1e93b,social,action_0,high,50,prior,88
d5cf924f-dd34-5bc3-aa60-0b9b71c1e93b,social,action_0,high,50,posterior,0
d5cf924f-dd34-5bc3-aa60-0b9b71c1e93b,takeout,action_2,high,75,prior,100
d5cf924f-dd34-5bc3-aa60-0b9b71c1e93b,takeout,action_2,high,75,posterior,100
d5cf924f-dd34-5bc3-aa60-0b9b71c1e93b,oysters,action_2,high,50,prior,95
d5cf924f-dd34-5bc3-aa60-0b9b71c1e93b,oysters,action_2,high,50,posterior,100
d5cf924f-dd34-5bc3-aa60-0b9b71c1e93b,hike,action_0,low,100,prior,0
d5cf924f-dd34-5bc3-aa60-0b9b71c1e93b,hike,action_0,low,100,posterior,0
d5cf924f-dd34-5bc3-aa60-0b9b71c1e93b,wedding,action_1,high,75,prior,97
d5cf924f-dd34-5bc3-aa60-0b9b71c1e93b,wedding,action_1,high,75,posterior,100
d5cf924f-dd34-5bc3-aa60-0b9b71c1e93b,soup,action_0,low,75,prior,0
d5cf924f-dd34-5bc3-aa60-0b9b71c1e93b,soup,action_0,low,75,posterior,0
d5cf924f-dd34-5bc3-aa60-0b9b71c1e93b,basketball,action_1,high,100,prior,100
d5cf924f-dd34-5bc3-aa60-0b9b71c1e93b,basketball,action_1,high,100,posterior,100
cabfbecb-2c02-5977-8b5d-c2307bd7e1b8,wedding,action_2,low,50,prior,41
cabfbecb-2c02-5977-8b5d-c2307bd7e1b8,wedding,action_2,low,50,posterior,93
cabfbecb-2c02-5977-8b5d-c2307bd7e1b8,driving,action_0,high,100,prior,91
cabfbecb-2c02-5977-8b5d-c2307bd7e1b8,driving,action_0,high,100,posterior,88
cabfbecb-2c02-5977-8b5d-c2307bd7e1b8,social,action_2,low,100,prior,50
cabfbecb-2c02-5977-8b5d-c2307bd7e1b8,social,action_2,low,100,posterior,91
cabfbecb-2c02-5977-8b5d-c2307bd7e1b8,gala,action_1,low,100,prior,91
cabfbecb-2c02-5977-8b5d-c2307bd7e1b8,gala,action_1,low,100,posterior,96
cabfbecb-2c02-5977-8b5d-c2307bd7e1b8,fair,action_1,high,0,prior,13
cabfbecb-2c02-5977-8b5d-c2307bd7e1b8,fair,action_1,high,0,posterior,62
cabfbecb-2c02-5977-8b5d-c2307bd7e1b8,brunch,action_1,high,75,prior,50
cabfbecb-2c02-5977-8b5d-c2307bd7e1b8,brunch,action_1,high,75,posterior,82
cabfbecb-2c02-5977-8b5d-c2307bd7e1b8,birthday,action_0,low,75,prior,35
cabfbecb-2c02-5977-8b5d-c2307bd7e1b8,birthday,action_0,low,75,posterior,11
cabfbecb-2c02-5977-8b5d-c2307bd7e1b8,dip,action_1,low,50,prior,91
cabfbecb-2c02-5977-8b5d-c2307bd7e1b8,dip,action_1,low,50,posterior,90
cabfbecb-2c02-5977-8b5d-c2307bd7e1b8,basketball,action_0,low,0,prior,60
cabfbecb-2c02-5977-8b5d-c2307bd7e1b8,basketball,action_0,low,0,posterior,3
cabfbecb-2c02-5977-8b5d-c2307bd7e1b8,apples,action_1,low,75,prior,69
cabfbecb-2c02-5977-8b5d-c2307bd7e1b8,apples,action_1,low,75,posterior,89
cabfbecb-2c02-5977-8b5d-c2307bd7e1b8,takeout,action_0,high,75,prior,50
cabfbecb-2c02-5977-8b5d-c2307bd7e1b8,takeout,action_0,high,75,posterior,20
cabfbecb-2c02-5977-8b5d-c2307bd7e1b8,soup,action_2,low,0,prior,8
cabfbecb-2c02-5977-8b5d-c2307bd7e1b8,soup,action_2,low,0,posterior,86
cabfbecb-2c02-5977-8b5d-c2307bd7e1b8,drinks,action_2,high,75,prior,50
cabfbecb-2c02-5977-8b5d-c2307bd7e1b8,drinks,action_2,high,75,posterior,92
cabfbecb-2c02-5977-8b5d-c2307bd7e1b8,cooking,action_0,high,50,prior,63
cabfbecb-2c02-5977-8b5d-c2307bd7e1b8,cooking,action_0,high,50,posterior,21
cabfbecb-2c02-5977-8b5d-c2307bd7e1b8,hike,action_0,low,100,prior,50
cabfbecb-2c02-5977-8b5d-c2307bd7e1b8,hike,action_0,low,100,posterior,19
cabfbecb-2c02-5977-8b5d-c2307bd7e1b8,oysters,action_2,high,50,prior,67
cabfbecb-2c02-5977-8b5d-c2307bd7e1b8,oysters,action_2,high,50,posterior,95
7e543f15-28da-5de1-9618-c9b12f9c4cd4,driving,action_1,low,75,prior,100
7e543f15-28da-5de1-9618-c9b12f9c4cd4,driving,action_1,low,75,posterior,100
7e543f15-28da-5de1-9618-c9b12f9c4cd4,dip,action_0,high,100,prior,100
7e543f15-28da-5de1-9618-c9b12f9c4cd4,dip,action_0,high,100,posterior,50
7e543f15-28da-5de1-9618-c9b12f9c4cd4,brunch,action_0,low,100,prior,80
7e543f15-28da-5de1-9618-c9b12f9c4cd4,brunch,action_0,low,100,posterior,45
7e543f15-28da-5de1-9618-c9b12f9c4cd4,hike,action_2,low,50,prior,43
7e543f15-28da-5de1-9618-c9b12f9c4cd4,hike,action_2,low,50,posterior,50
7e543f15-28da-5de1-9618-c9b12f9c4cd4,cooking,action_1,low,0,prior,100
7e543f15-28da-5de1-9618-c9b12f9c4cd4,cooking,action_1,low,0,posterior,100
7e543f15-28da-5de1-9618-c9b12f9c4cd4,fair,action_1,low,100,prior,5
7e543f15-28da-5de1-9618-c9b12f9c4cd4,fair,action_1,low,100,posterior,50
7e543f15-28da-5de1-9618-c9b12f9c4cd4,social,action_0,low,0,prior,50
7e543f15-28da-5de1-9618-c9b12f9c4cd4,social,action_0,low,0,posterior,43
7e543f15-28da-5de1-9618-c9b12f9c4cd4,oysters,action_0,high,50,prior,71
7e543f15-28da-5de1-9618-c9b12f9c4cd4,oysters,action_0,high,50,posterior,63
7e543f15-28da-5de1-9618-c9b12f9c4cd4,gala,action_0,low,75,prior,94
7e543f15-28da-5de1-9618-c9b12f9c4cd4,gala,action_0,low,75,posterior,26
7e543f15-28da-5de1-9618-c9b12f9c4cd4,takeout,action_2,low,100,prior,100
7e543f15-28da-5de1-9618-c9b12f9c4cd4,takeout,action_2,low,100,posterior,100
7e543f15-28da-5de1-9618-c9b12f9c4cd4,basketball,action_1,high,0,prior,4
7e543f15-28da-5de1-9618-c9b12f9c4cd4,basketball,action_1,high,0,posterior,67
7e543f15-28da-5de1-9618-c9b12f9c4cd4,birthday,action_2,high,75,prior,42
7e543f15-28da-5de1-9618-c9b12f9c4cd4,birthday,action_2,high,75,posterior,61
7e543f15-28da-5de1-9618-c9b12f9c4cd4,apples,action_2,low,75,prior,23
7e543f15-28da-5de1-9618-c9b12f9c4cd4,apples,action_2,low,75,posterior,50
7e543f15-28da-5de1-9618-c9b12f9c4cd4,soup,action_1,low,50,prior,93
7e543f15-28da-5de1-9618-c9b12f9c4cd4,soup,action_1,low,50,posterior,100
7e543f15-28da-5de1-9618-c9b12f9c4cd4,wedding,action_2,high,50,prior,100
7e543f15-28da-5de1-9618-c9b12f9c4cd4,wedding,action_2,high,50,posterior,50
7e543f15-28da-5de1-9618-c9b12f9c4cd4,drinks,action_1,high,75,prior,10
7e543f15-28da-5de1-9618-c9b12f9c4cd4,drinks,action_1,high,75,posterior,100
95ecebc1-bc1c-55bf-846f-e7e4c701de1c,gala,action_2,high,75,prior,77
95ecebc1-bc1c-55bf-846f-e7e4c701de1c,gala,action_2,high,75,posterior,98
95ecebc1-bc1c-55bf-846f-e7e4c701de1c,fair,action_2,high,0,prior,50
95ecebc1-bc1c-55bf-846f-e7e4c701de1c,fair,action_2,high,0,posterior,76
95ecebc1-bc1c-55bf-846f-e7e4c701de1c,oysters,action_2,high,100,prior,100
95ecebc1-bc1c-55bf-846f-e7e4c701de1c,oysters,action_2,high,100,posterior,99
95ecebc1-bc1c-55bf-846f-e7e4c701de1c,takeout,action_0,low,100,prior,50
95ecebc1-bc1c-55bf-846f-e7e4c701de1c,takeout,action_0,low,100,posterior,7
95ecebc1-bc1c-55bf-846f-e7e4c701de1c,drinks,action_0,low,0,prior,42
95ecebc1-bc1c-55bf-846f-e7e4c701de1c,drinks,action_0,low,0,posterior,8
95ecebc1-bc1c-55bf-846f-e7e4c701de1c,social,action_1,high,100,prior,54
95ecebc1-bc1c-55bf-846f-e7e4c701de1c,social,action_1,high,100,posterior,87
95ecebc1-bc1c-55bf-846f-e7e4c701de1c,cooking,action_0,low,50,prior,68
95ecebc1-bc1c-55bf-846f-e7e4c701de1c,cooking,action_0,low,50,posterior,4
95ecebc1-bc1c-55bf-846f-e7e4c701de1c,brunch,action_1,high,50,prior,39
95ecebc1-bc1c-55bf-846f-e7e4c701de1c,brunch,action_1,high,50,posterior,82
95ecebc1-bc1c-55bf-846f-e7e4c701de1c,basketball,action_1,low,0,prior,43
95ecebc1-bc1c-55bf-846f-e7e4c701de1c,basketball,action_1,low,0,posterior,48
95ecebc1-bc1c-55bf-846f-e7e4c701de1c,dip,action_0,high,50,prior,50
95ecebc1-bc1c-55bf-846f-e7e4c701de1c,dip,action_0,high,50,posterior,3
95ecebc1-bc1c-55bf-846f-e7e4c701de1c,hike,action_2,low,75,prior,31
95ecebc1-bc1c-55bf-846f-e7e4c701de1c,hike,action_2,low,75,posterior,79
95ecebc1-bc1c-55bf-846f-e7e4c701de1c,driving,action_1,high,75,prior,64
95ecebc1-bc1c-55bf-846f-e7e4c701de1c,driving,action_1,high,75,posterior,86
95ecebc1-bc1c-55bf-846f-e7e4c701de1c,soup,action_0,high,0,prior,17
95ecebc1-bc1c-55bf-846f-e7e4c701de1c,soup,action_0,high,0,posterior,2
95ecebc1-bc1c-55bf-846f-e7e4c701de1c,apples,action_2,low,100,prior,80
95ecebc1-bc1c-55bf-846f-e7e4c701de1c,apples,action_2,low,100,posterior,98
95ecebc1-bc1c-55bf-846f-e7e4c701de1c,birthday,action_0,low,75,prior,41
95ecebc1-bc1c-55bf-846f-e7e4c701de1c,birthday,action_0,low,75,posterior,5
95ecebc1-bc1c-55bf-846f-e7e4c701de1c,wedding,action_1,low,50,prior,47
95ecebc1-bc1c-55bf-846f-e7e4c701de1c,wedding,action_1,low,50,posterior,97
12968e66-c10c-5dd5-bb86-4327c8f2039d,social,action_2,low,75,prior,68
12968e66-c10c-5dd5-bb86-4327c8f2039d,social,action_2,low,75,posterior,94
12968e66-c10c-5dd5-bb86-4327c8f2039d,dip,action_2,high,0,prior,20
12968e66-c10c-5dd5-bb86-4327c8f2039d,dip,action_2,high,0,posterior,51
12968e66-c10c-5dd5-bb86-4327c8f2039d,wedding,action_1,low,0,prior,39
12968e66-c10c-5dd5-bb86-4327c8f2039d,wedding,action_1,low,0,posterior,45
12968e66-c10c-5dd5-bb86-4327c8f2039d,apples,action_1,low,50,prior,67
12968e66-c10c-5dd5-bb86-4327c8f2039d,apples,action_1,low,50,posterior,69
12968e66-c10c-5dd5-bb86-4327c8f2039d,takeout,action_0,low,50,prior,50
12968e66-c10c-5dd5-bb86-4327c8f2039d,takeout,action_0,low,50,posterior,50
12968e66-c10c-5dd5-bb86-4327c8f2039d,hike,action_1,high,75,prior,45
12968e66-c10c-5dd5-bb86-4327c8f2039d,hike,action_1,high,75,posterior,57
12968e66-c10c-5dd5-bb86-4327c8f2039d,birthday,action_2,high,100,prior,48
12968e66-c10c-5dd5-bb86-4327c8f2039d,birthday,action_2,high,100,posterior,45
12968e66-c10c-5dd5-bb86-4327c8f2039d,oysters,action_1,low,75,prior,64
12968e66-c10c-5dd5-bb86-4327c8f2039d,oysters,action_1,low,75,posterior,65
12968e66-c10c-5dd5-bb86-4327c8f2039d,drinks,action_0,high,0,prior,50
12968e66-c10c-5dd5-bb86-4327c8f2039d,drinks,action_0,high,0,posterior,44
12968e66-c10c-5dd5-bb86-4327c8f2039d,cooking,action_2,low,50,prior,60
12968e66-c10c-5dd5-bb86-4327c8f2039d,cooking,action_2,low,50,posterior,68
12968e66-c10c-5dd5-bb86-4327c8f2039d,driving,action_1,high,100,prior,50
12968e66-c10c-5dd5-bb86-4327c8f2039d,driving,action_1,high,100,posterior,58
12968e66-c10c-5dd5-bb86-4327c8f2039d,basketball,action_0,low,75,prior,55
12968e66-c10c-5dd5-bb86-4327c8f2039d,basketball,action_0,low,75,posterior,45
12968e66-c10c-5dd5-bb86-4327c8f2039d,brunch,action_0,high,75,prior,53
12968e66-c10c-5dd5-bb86-4327c8f2039d,brunch,action_0,high,75,posterior,42
12968e66-c10c-5dd5-bb86-4327c8f2039d,gala,action_2,low,100,prior,61
12968e66-c10c-5dd5-bb86-4327c8f2039d,gala,action_2,low,100,posterior,63
12968e66-c10c-5dd5-bb86-4327c8f2039d,fair,action_2,low,0,prior,50
12968e66-c10c-5dd5-bb86-4327c8f2039d,fair,action_2,low,0,posterior,67
12968e66-c10c-5dd5-bb86-4327c8f2039d,soup,action_1,high,50,prior,55
12968e66-c10c-5dd5-bb86-4327c8f2039d,soup,action_1,high,50,posterior,63
977e1348-c211-5747-b62b-999d6b79e0e5,gala,action_2,high,0,prior,0
977e1348-c211-5747-b62b-999d6b79e0e5,gala,action_2,high,0,posterior,9
977e1348-c211-5747-b62b-999d6b79e0e5,wedding,action_1,high,100,prior,100
977e1348-c211-5747-b62b-999d6b79e0e5,wedding,action_1,high,100,posterior,100
977e1348-c211-5747-b62b-999d6b79e0e5,driving,action_0,high,75,prior,100
977e1348-c211-5747-b62b-999d6b79e0e5,driving,action_0,high,75,posterior,99
977e1348-c211-5747-b62b-999d6b79e0e5,brunch,action_0,low,0,prior,3
977e1348-c211-5747-b62b-999d6b79e0e5,brunch,action_0,low,0,posterior,20
977e1348-c211-5747-b62b-999d6b79e0e5,social,action_2,low,75,prior,82
977e1348-c211-5747-b62b-999d6b79e0e5,social,action_2,low,75,posterior,100
977e1348-c211-5747-b62b-999d6b79e0e5,soup,action_1,high,75,prior,92
977e1348-c211-5747-b62b-999d6b79e0e5,soup,action_1,high,75,posterior,100
977e1348-c211-5747-b62b-999d6b79e0e5,oysters,action_2,high,75,prior,100
977e1348-c211-5747-b62b-999d6b79e0e5,oysters,action_2,high,75,posterior,98
977e1348-c211-5747-b62b-999d6b79e0e5,apples,action_2,low,100,prior,99
977e1348-c211-5747-b62b-999d6b79e0e5,apples,action_2,low,100,posterior,100
977e1348-c211-5747-b62b-999d6b79e0e5,dip,action_2,high,100,prior,100
977e1348-c211-5747-b62b-999d6b79e0e5,dip,action_2,high,100,posterior,100
977e1348-c211-5747-b62b-999d6b79e0e5,takeout,action_1,low,50,prior,51
977e1348-c211-5747-b62b-999d6b79e0e5,takeout,action_1,low,50,posterior,49
977e1348-c211-5747-b62b-999d6b79e0e5,drinks,action_1,low,0,prior,48
977e1348-c211-5747-b62b-999d6b79e0e5,drinks,action_1,low,0,posterior,48
977e1348-c211-5747-b62b-999d6b79e0e5,fair,action_0,low,75,prior,85
977e1348-c211-5747-b62b-999d6b79e0e5,fair,action_0,low,75,posterior,48
977e1348-c211-5747-b62b-999d6b79e0e5,cooking,action_1,high,50,prior,93
977e1348-c211-5747-b62b-999d6b79e0e5,cooking,action_1,high,50,posterior,96
977e1348-c211-5747-b62b-999d6b79e0e5,basketball,action_0,high,0,prior,100
977e1348-c211-5747-b62b-999d6b79e0e5,basketball,action_0,high,0,posterior,1
977e1348-c211-5747-b62b-999d6b79e0e5,birthday,action_2,low,0,prior,51
977e1348-c211-5747-b62b-999d6b79e0e5,birthday,action_2,low,0,posterior,74
977e1348-c211-5747-b62b-999d6b79e0e5,hike,action_0,low,50,prior,48
977e1348-c211-5747-b62b-999d6b79e0e5,hike,action_0,low,50,posterior,13
87901b70-0056-5632-acf2-2d13d92d9692,brunch,action_1,low,0,prior,66
87901b70-0056-5632-acf2-2d13d92d9692,brunch,action_1,low,0,posterior,59
87901b70-0056-5632-acf2-2d13d92d9692,basketball,action_2,low,75,prior,68
87901b70-0056-5632-acf2-2d13d92d9692,basketball,action_2,low,75,posterior,64
87901b70-0056-5632-acf2-2d13d92d9692,driving,action_1,high,0,prior,30
87901b70-0056-5632-acf2-2d13d92d9692,driving,action_1,high,0,posterior,39
87901b70-0056-5632-acf2-2d13d92d9692,oysters,action_2,high,0,prior,59
87901b70-0056-5632-acf2-2d13d92d9692,oysters,action_2,high,0,posterior,72
87901b70-0056-5632-acf2-2d13d92d9692,apples,action_1,high,100,prior,66
87901b70-0056-5632-acf2-2d13d92d9692,apples,action_1,high,100,posterior,32
87901b70-0056-5632-acf2-2d13d92d9692,takeout,action_2,low,50,prior,63
87901b70-0056-5632-acf2-2d13d92d9692,takeout,action_2,low,50,posterior,42
87901b70-0056-5632-acf2-2d13d92d9692,social,action_2,high,100,prior,41
87901b70-0056-5632-acf2-2d13d92d9692,social,action_2,high,100,posterior,67
87901b70-0056-5632-acf2-2d13d92d9692,gala,action_1,low,75,prior,36
87901b70-0056-5632-acf2-2d13d92d9692,gala,action_1,low,75,posterior,36
87901b70-0056-5632-acf2-2d13d92d9692,soup,action_2,low,0,prior,32
87901b70-0056-5632-acf2-2d13d92d9692,soup,action_2,low,0,posterior,63
87901b70-0056-5632-acf2-2d13d92d9692,fair,action_0,high,0,prior,74
87901b70-0056-5632-acf2-2d13d92d9692,fair,action_0,high,0,posterior,61
87901b70-0056-5632-acf2-2d13d92d9692,wedding,action_1,high,50,prior,66
87901b70-0056-5632-acf2-2d13d92d9692,wedding,action_1,high,50,posterior,67
87901b70-0056-5632-acf2-2d13d92d9692,hike,action_2,high,50,prior,69
87901b70-0056-5632-acf2-2d13d92d9692,hike,action_2,high,50,posterior,71
87901b70-0056-5632-acf2-2d13d92d9692,dip,action_1,low,100,prior,40
87901b70-0056-5632-acf2-2d13d92d9692,dip,action_1,low,100,posterior,40
87901b70-0056-5632-acf2-2d13d92d9692,birthday,action_0,low,50,prior,36
87901b70-0056-5632-acf2-2d13d92d9692,birthday,action_0,low,50,posterior,46
87901b70-0056-5632-acf2-2d13d92d9692,cooking,action_0,high,75,prior,71
87901b70-0056-5632-acf2-2d13d92d9692,cooking,action_0,high,75,posterior,62
87901b70-0056-5632-acf2-2d13d92d9692,drinks,action_0,high,100,prior,65
87901b70-0056-5632-acf2-2d13d92d9692,drinks,action_0,high,100,posterior,36
e113a002-847c-562b-98ad-c1f08e16d68a,apples,action_0,high,50,prior,0
e113a002-847c-562b-98ad-c1f08e16d68a,apples,action_0,high,50,posterior,0
e113a002-847c-562b-98ad-c1f08e16d68a,drinks,action_0,low,100,prior,100
e113a002-847c-562b-98ad-c1f08e16d68a,drinks,action_0,low,100,posterior,0
e113a002-847c-562b-98ad-c1f08e16d68a,hike,action_2,high,75,prior,0
e113a002-847c-562b-98ad-c1f08e16d68a,hike,action_2,high,75,posterior,100
e113a002-847c-562b-98ad-c1f08e16d68a,soup,action_2,high,0,prior,6
e113a002-847c-562b-98ad-c1f08e16d68a,soup,action_2,high,0,posterior,100
e113a002-847c-562b-98ad-c1f08e16d68a,brunch,action_0,low,0,prior,43
e113a002-847c-562b-98ad-c1f08e16d68a,brunch,action_0,low,0,posterior,0
e113a002-847c-562b-98ad-c1f08e16d68a,fair,action_1,high,100,prior,50
e113a002-847c-562b-98ad-c1f08e16d68a,fair,action_1,high,100,posterior,100
e113a002-847c-562b-98ad-c1f08e16d68a,basketball,action_0,high,0,prior,100
e113a002-847c-562b-98ad-c1f08e16d68a,basketball,action_0,high,0,posterior,0
e113a002-847c-562b-98ad-c1f08e16d68a,dip,action_1,high,75,prior,0
e113a002-847c-562b-98ad-c1f08e16d68a,dip,action_1,high,75,posterior,100
e113a002-847c-562b-98ad-c1f08e16d68a,wedding,action_1,low,0,prior,70
e113a002-847c-562b-98ad-c1f08e16d68a,wedding,action_1,low,0,posterior,100
e113a002-847c-562b-98ad-c1f08e16d68a,takeout,action_1,low,50,prior,50
e113a002-847c-562b-98ad-c1f08e16d68a,takeout,action_1,low,50,posterior,0
e113a002-847c-562b-98ad-c1f08e16d68a,birthday,action_2,low,100,prior,50
e113a002-847c-562b-98ad-c1f08e16d68a,birthday,action_2,low,100,posterior,48
e113a002-847c-562b-98ad-c1f08e16d68a,social,action_2,low,75,prior,67
e113a002-847c-562b-98ad-c1f08e16d68a,social,action_2,low,75,posterior,100
e113a002-847c-562b-98ad-c1f08e16d68a,oysters,action_0,low,50,prior,100
e113a002-847c-562b-98ad-c1f08e16d68a,oysters,action_0,low,50,posterior,0
e113a002-847c-562b-98ad-c1f08e16d68a,gala,action_0,low,75,prior,50
e113a002-847c-562b-98ad-c1f08e16d68a,gala,action_0,low,75,posterior,0
e113a002-847c-562b-98ad-c1f08e16d68a,cooking,action_1,high,50,prior,83
e113a002-847c-562b-98ad-c1f08e16d68a,cooking,action_1,high,50,posterior,100
e113a002-847c-562b-98ad-c1f08e16d68a,driving,action_2,high,100,prior,55
e113a002-847c-562b-98ad-c1f08e16d68a,driving,action_2,high,100,posterior,100
c05a4b25-1eb3-595c-a72a-c9acc865e8aa,dip,action_2,low,0,prior,50
c05a4b25-1eb3-595c-a72a-c9acc865e8aa,dip,action_2,low,0,posterior,100
c05a4b25-1eb3-595c-a72a-c9acc865e8aa,gala,action_1,high,0,prior,0
c05a4b25-1eb3-595c-a72a-c9acc865e8aa,gala,action_1,high,0,posterior,100
c05a4b25-1eb3-595c-a72a-c9acc865e8aa,social,action_1,low,100,prior,50
c05a4b25-1eb3-595c-a72a-c9acc865e8aa,social,action_1,low,100,posterior,100
c05a4b25-1eb3-595c-a72a-c9acc865e8aa,wedding,action_2,high,0,prior,89
c05a4b25-1eb3-595c-a72a-c9acc865e8aa,wedding,action_2,high,0,posterior,100
c05a4b25-1eb3-595c-a72a-c9acc865e8aa,oysters,action_1,low,75,prior,100
c05a4b25-1eb3-595c-a72a-c9acc865e8aa,oysters,action_1,low,75,posterior,100
c05a4b25-1eb3-595c-a72a-c9acc865e8aa,soup,action_1,high,50,prior,74
c05a4b25-1eb3-595c-a72a-c9acc865e8aa,soup,action_1,high,50,posterior,100
c05a4b25-1eb3-595c-a72a-c9acc865e8aa,drinks,action_2,low,50,prior,100
c05a4b25-1eb3-595c-a72a-c9acc865e8aa,drinks,action_2,low,50,posterior,100
c05a4b25-1eb3-595c-a72a-c9acc865e8aa,cooking,action_0,low,50,prior,100
c05a4b25-1eb3-595c-a72a-c9acc865e8aa,cooking,action_0,low,50,posterior,0
c05a4b25-1eb3-595c-a72a-c9acc865e8aa,takeout,action_0,low,0,prior,0
c05a4b25-1eb3-595c-a72a-c9acc865e8aa,takeout,action_0,low,0,posterior,0
c05a4b25-1eb3-595c-a72a-c9acc865e8aa,driving,action_0,high,75,prior,100
c05a4b25-1eb3-595c-a72a-c9acc865e8aa,driving,action_0,high,75,posterior,25
c05a4b25-1eb3-595c-a72a-c9acc865e8aa,fair,action_0,low,100,prior,100
c05a4b25-1eb3-595c-a72a-c9acc865e8aa,fair,action_0,low,100,posterior,0
c05a4b25-1eb3-595c-a72a-c9acc865e8aa,brunch,action_2,high,50,prior,50
c05a4b25-1eb3-595c-a72a-c9acc865e8aa,brunch,action_2,high,50,posterior,51
c05a4b25-1eb3-595c-a72a-c9acc865e8aa,birthday,action_2,high,100,prior,50
c05a4b25-1eb3-595c-a72a-c9acc865e8aa,birthday,action_2,high,100,posterior,100
c05a4b25-1eb3-595c-a72a-c9acc865e8aa,hike,action_0,high,50,prior,50
c05a4b25-1eb3-595c-a72a-c9acc865e8aa,hike,action_0,high,50,posterior,50
c05a4b25-1eb3-595c-a72a-c9acc865e8aa,basketball,action_2,high,75,prior,100
c05a4b25-1eb3-595c-a72a-c9acc865e8aa,basketball,action_2,high,75,posterior,100
c05a4b25-1eb3-595c-a72a-c9acc865e8aa,apples,action_0,high,100,prior,50
c05a4b25-1eb3-595c-a72a-c9acc865e8aa,apples,action_0,high,100,posterior,0
b1e8aa5b-1c05-5e44-b8fa-6452c15a253e,soup,action_1,low,75,prior,0
b1e8aa5b-1c05-5e44-b8fa-6452c15a253e,soup,action_1,low,75,posterior,100
b1e8aa5b-1c05-5e44-b8fa-6452c15a253e,brunch,action_0,high,75,prior,49
b1e8aa5b-1c05-5e44-b8fa-6452c15a253e,brunch,action_0,high,75,posterior,0
b1e8aa5b-1c05-5e44-b8fa-6452c15a253e,wedding,action_1,low,0,prior,49
b1e8aa5b-1c05-5e44-b8fa-6452c15a253e,wedding,action_1,low,0,posterior,0
b1e8aa5b-1c05-5e44-b8fa-6452c15a253e,takeout,action_0,high,0,prior,38
b1e8aa5b-1c05-5e44-b8fa-6452c15a253e,takeout,action_0,high,0,posterior,0
b1e8aa5b-1c05-5e44-b8fa-6452c15a253e,oysters,action_2,high,0,prior,62
b1e8aa5b-1c05-5e44-b8fa-6452c15a253e,oysters,action_2,high,0,posterior,100
b1e8aa5b-1c05-5e44-b8fa-6452c15a253e,birthday,action_0,high,100,prior,64
b1e8aa5b-1c05-5e44-b8fa-6452c15a253e,birthday,action_0,high,100,posterior,0
b1e8aa5b-1c05-5e44-b8fa-6452c15a253e,cooking,action_2,low,50,prior,51
b1e8aa5b-1c05-5e44-b8fa-6452c15a253e,cooking,action_2,low,50,posterior,83
b1e8aa5b-1c05-5e44-b8fa-6452c15a253e,fair,action_2,low,75,prior,49
b1e8aa5b-1c05-5e44-b8fa-6452c15a253e,fair,action_2,low,75,posterior,49
